sta4 year mo dy hr mi sec geodkm
B024 2011 2 8 7 44 35 411.51
B026 2011 2 8 7 44 35 394.27
B027 2011 2 8 7 44 35 423.80
B028 2011 2 8 7 44 35 423.57
B030 2011 2 8 7 44 35 428.77
B031 2011 2 8 7 44 35 376.48
B032 2011 2 8 7 44 35 376.77
B033 2011 2 8 7 44 35 399.33
B035 2011 2 8 7 44 35 394.91
B036 2011 2 8 7 44 35 394.97
B040 2011 2 8 7 44 35 495.32
B045 2011 2 8 7 44 35 474.62
B935 2011 2 8 7 44 35 496.77
B019 2011 2 8 22 2 2 478.14
B020 2011 2 8 22 2 2 445.87
B022 2011 2 8 22 2 2 406.70
B023 2011 2 8 22 2 2 466.95
B024 2011 2 8 22 2 2 387.12
B026 2011 2 8 22 2 2 366.57
B027 2011 2 8 22 2 2 385.95
B028 2011 2 8 22 2 2 385.69
B030 2011 2 8 22 2 2 386.73
B031 2011 2 8 22 2 2 332.70
B032 2011 2 8 22 2 2 333.00
B033 2011 2 8 22 2 2 353.33
B035 2011 2 8 22 2 2 346.27
B036 2011 2 8 22 2 2 346.33
B039 2011 2 8 22 2 2 459.05
B040 2011 2 8 22 2 2 446.35
B045 2011 2 8 22 2 2 430.34
B933 2011 2 8 22 2 2 464.00
B934 2011 2 8 22 2 2 497.37
B935 2011 2 8 22 2 2 451.26
B081 2011 2 18 17 47 38 238.23
B082 2011 2 18 17 47 38 221.62
B084 2011 2 18 17 47 38 214.55
B086 2011 2 18 17 47 38 214.29
B087 2011 2 18 17 47 38 213.58
B088 2011 2 18 17 47 38 205.25
B089 2011 2 18 17 47 38 221.77
B093 2011 2 18 17 47 38 231.74
B917 2011 2 18 17 47 38 419.55
B918 2011 2 18 17 47 38 487.48
B921 2011 2 18 17 47 38 447.66
B022 2011 3 6 21 35 48 484.66
B024 2011 3 6 21 35 48 477.94
B026 2011 3 6 21 35 48 470.35
B031 2011 3 6 21 35 48 495.93
B032 2011 3 6 21 35 48 496.17
B022 2011 3 6 22 23 17 482.21
B024 2011 3 6 22 23 17 476.13
B026 2011 3 6 22 23 17 469.22
B031 2011 3 6 22 23 17 498.22
B032 2011 3 6 22 23 17 498.45
B020 2011 3 8 1 26 59 499.30
B022 2011 3 8 1 26 59 473.17
B024 2011 3 8 1 26 59 466.34
B026 2011 3 8 1 26 59 458.69
B031 2011 3 8 1 26 59 485.05
B032 2011 3 8 1 26 59 485.28
B039 2011 4 17 0 45 41 462.94
B040 2011 4 17 0 45 41 488.60
B054 2011 4 17 0 45 41 313.13
B057 2011 4 17 0 45 41 340.88
B058 2011 4 17 0 45 41 313.88
B065 2011 4 17 0 45 41 310.24
B066 2011 4 17 0 45 41 310.86
B067 2011 4 17 0 45 41 315.12
B072 2011 4 17 0 45 41 326.81
B073 2011 4 17 0 45 41 320.66
B075 2011 4 17 0 45 41 324.26
B076 2011 4 17 0 45 41 319.33
B078 2011 4 17 0 45 41 326.15
B079 2011 4 17 0 45 41 333.23
B900 2011 4 17 0 45 41 329.55
B901 2011 4 17 0 45 41 333.67
B916 2011 4 17 0 45 41 269.24
B917 2011 4 17 0 45 41 365.39
B918 2011 4 17 0 45 41 297.99
B921 2011 4 17 0 45 41 338.62
B933 2011 4 17 0 45 41 486.46
B934 2011 4 17 0 45 41 456.37
B935 2011 4 17 0 45 41 473.70
B019 2011 5 22 7 21 36 477.54
B020 2011 5 22 7 21 36 445.23
B022 2011 5 22 7 21 36 405.91
B023 2011 5 22 7 21 36 465.95
B024 2011 5 22 7 21 36 386.15
B026 2011 5 22 7 21 36 365.41
B027 2011 5 22 7 21 36 384.14
B028 2011 5 22 7 21 36 383.87
B030 2011 5 22 7 21 36 384.64
B031 2011 5 22 7 21 36 330.51
B032 2011 5 22 7 21 36 330.81
B033 2011 5 22 7 21 36 350.97
B035 2011 5 22 7 21 36 343.70
B036 2011 5 22 7 21 36 343.76
B039 2011 5 22 7 21 36 456.40
B040 2011 5 22 7 21 36 443.70
B045 2011 5 22 7 21 36 427.88
B933 2011 5 22 7 21 36 461.60
B934 2011 5 22 7 21 36 494.95
B935 2011 5 22 7 21 36 448.74
B024 2011 6 18 10 49 12 488.96
B026 2011 6 18 10 49 12 460.68
B027 2011 6 18 10 49 12 442.96
B028 2011 6 18 10 49 12 442.60
B030 2011 6 18 10 49 12 422.12
B031 2011 6 18 10 49 12 361.66
B032 2011 6 18 10 49 12 362.07
B033 2011 6 18 10 49 12 362.33
B035 2011 6 18 10 49 12 316.54
B036 2011 6 18 10 49 12 316.73
B039 2011 6 18 10 49 12 390.68
B040 2011 6 18 10 49 12 391.66
B045 2011 6 18 10 49 12 311.47
B933 2011 6 18 10 49 12 337.94
B934 2011 6 18 10 49 12 371.39
B935 2011 6 18 10 49 12 339.67
B020 2011 8 5 15 10 2 496.32
B022 2011 8 5 15 10 2 466.94
B024 2011 8 5 15 10 2 457.14
B026 2011 8 5 15 10 2 446.47
B027 2011 8 5 15 10 2 493.92
B028 2011 8 5 15 10 2 493.74
B031 2011 8 5 15 10 2 458.62
B032 2011 8 5 15 10 2 458.87
B033 2011 8 5 15 10 2 485.75
B035 2011 8 5 15 10 2 488.17
B036 2011 8 5 15 10 2 488.21
B045 2011 8 27 7 18 24 498.48
B054 2011 8 27 7 18 24 174.53
B057 2011 8 27 7 18 24 207.46
B058 2011 8 27 7 18 24 49.90
B065 2011 8 27 7 18 24 40.16
B066 2011 8 27 7 18 24 54.86
B067 2011 8 27 7 18 24 46.60
B072 2011 8 27 7 18 24 109.88
B073 2011 8 27 7 18 24 93.11
B075 2011 8 27 7 18 24 91.73
B076 2011 8 27 7 18 24 96.64
B078 2011 8 27 7 18 24 109.36
B079 2011 8 27 7 18 24 127.57
B900 2011 8 27 7 18 24 143.12
B901 2011 8 27 7 18 24 133.62
B916 2011 8 27 7 18 24 320.04
B917 2011 8 27 7 18 24 377.48
B918 2011 8 27 7 18 24 330.70
B921 2011 8 27 7 18 24 352.88
B933 2011 8 27 7 18 24 461.67
B934 2011 8 27 7 18 24 428.94
B935 2011 8 27 7 18 24 485.93
B019 2011 9 1 2 6 22 488.23
B020 2011 9 1 2 6 22 456.33
B022 2011 9 1 2 6 22 418.35
B023 2011 9 1 2 6 22 479.68
B024 2011 9 1 2 6 22 400.03
B026 2011 9 1 2 6 22 380.73
B027 2011 9 1 2 6 22 403.78
B028 2011 9 1 2 6 22 403.53
B030 2011 9 1 2 6 22 405.92
B031 2011 9 1 2 6 22 352.46
B032 2011 9 1 2 6 22 352.75
B033 2011 9 1 2 6 22 373.64
B035 2011 9 1 2 6 22 366.87
B036 2011 9 1 2 6 22 366.93
B039 2011 9 1 2 6 22 478.89
B040 2011 9 1 2 6 22 466.57
B045 2011 9 1 2 6 22 446.89
B933 2011 9 1 2 6 22 479.83
B935 2011 9 1 2 6 22 468.56
B001 2011 9 9 19 41 36 327.58
B003 2011 9 9 19 41 36 261.10
B004 2011 9 9 19 41 36 234.98
B005 2011 9 9 19 41 36 302.19
B006 2011 9 9 19 41 36 302.39
B007 2011 9 9 19 41 36 302.24
B009 2011 9 9 19 41 36 281.48
B010 2011 9 9 19 41 36 281.42
B011 2011 9 9 19 41 36 281.66
B012 2011 9 9 19 41 36 127.20
B013 2011 9 9 19 41 36 353.87
B014 2011 9 9 19 41 36 316.50
B017 2011 9 9 19 41 36 369.10
B018 2011 9 9 19 41 36 400.21
B019 2011 9 9 19 41 36 391.96
B020 2011 9 9 19 41 36 406.10
B022 2011 9 9 19 41 36 441.45
B023 2011 9 9 19 41 36 466.09
B024 2011 9 9 19 41 36 474.42
B201 2011 9 9 19 41 36 493.31
B203 2011 9 9 19 41 36 499.94
B926 2011 9 9 19 41 36 228.65
B927 2011 9 9 19 41 36 173.11
B928 2011 9 9 19 41 36 158.19
B941 2011 9 9 19 41 36 447.13
B943 2011 9 9 19 41 36 353.83
B019 2011 10 13 4 14 1 477.94
B020 2011 10 13 4 14 1 445.58
B022 2011 10 13 4 14 1 406.13
B023 2011 10 13 4 14 1 466.13
B024 2011 10 13 4 14 1 386.24
B026 2011 10 13 4 14 1 365.36
B027 2011 10 13 4 14 1 383.71
B028 2011 10 13 4 14 1 383.45
B030 2011 10 13 4 14 1 384.01
B031 2011 10 13 4 14 1 329.71
B032 2011 10 13 4 14 1 330.02
B033 2011 10 13 4 14 1 350.06
B035 2011 10 13 4 14 1 342.51
B036 2011 10 13 4 14 1 342.57
B039 2011 10 13 4 14 1 455.18
B040 2011 10 13 4 14 1 442.54
B045 2011 10 13 4 14 1 426.49
B933 2011 10 13 4 14 1 460.23
B934 2011 10 13 4 14 1 493.61
B935 2011 10 13 4 14 1 447.37
B033 2011 10 27 6 37 14 467.21
B035 2011 10 27 6 37 14 408.46
B036 2011 10 27 6 37 14 408.56
B039 2011 10 27 6 37 14 273.95
B040 2011 10 27 6 37 14 301.28
B045 2011 10 27 6 37 14 326.41
B054 2011 10 27 6 37 14 258.67
B057 2011 10 27 6 37 14 266.74
B058 2011 10 27 6 37 14 335.81
B065 2011 10 27 6 37 14 338.82
B066 2011 10 27 6 37 14 330.10
B067 2011 10 27 6 37 14 338.98
B072 2011 10 27 6 37 14 424.02
B073 2011 10 27 6 37 14 411.49
B075 2011 10 27 6 37 14 413.56
B076 2011 10 27 6 37 14 412.13
B078 2011 10 27 6 37 14 423.28
B079 2011 10 27 6 37 14 436.85
B900 2011 10 27 6 37 14 440.87
B901 2011 10 27 6 37 14 439.86
B916 2011 10 27 6 37 14 449.12
B918 2011 10 27 6 37 14 476.58
B933 2011 10 27 6 37 14 316.43
B934 2011 10 27 6 37 14 290.87
B935 2011 10 27 6 37 14 293.52
B001 2012 2 4 20 5 32 379.41
B003 2012 2 4 20 5 32 305.78
B004 2012 2 4 20 5 32 281.57
B005 2012 2 4 20 5 32 352.00
B006 2012 2 4 20 5 32 352.20
B007 2012 2 4 20 5 32 351.99
B009 2012 2 4 20 5 32 347.45
B010 2012 2 4 20 5 32 347.44
B011 2012 2 4 20 5 32 347.67
B012 2012 2 4 20 5 32 195.49
B013 2012 2 4 20 5 32 401.51
B014 2012 2 4 20 5 32 348.55
B017 2012 2 4 20 5 32 391.45
B018 2012 2 4 20 5 32 428.08
B019 2012 2 4 20 5 32 405.83
B020 2012 2 4 20 5 32 412.20
B022 2012 2 4 20 5 32 439.10
B023 2012 2 4 20 5 32 477.01
B024 2012 2 4 20 5 32 468.45
B026 2012 2 4 20 5 32 497.51
B926 2012 2 4 20 5 32 297.51
B927 2012 2 4 20 5 32 253.58
B928 2012 2 4 20 5 32 224.16
B941 2012 2 4 20 5 32 482.31
B943 2012 2 4 20 5 32 401.47
B024 2012 2 13 21 7 6 497.11
B026 2012 2 13 21 7 6 460.78
B027 2012 2 13 21 7 6 377.10
B028 2012 2 13 21 7 6 376.67
B030 2012 2 13 21 7 6 323.86
B031 2012 2 13 21 7 6 281.09
B032 2012 2 13 21 7 6 281.38
B033 2012 2 13 21 7 6 244.30
B035 2012 2 13 21 7 6 155.50
B036 2012 2 13 21 7 6 155.77
B039 2012 2 13 21 7 6 118.16
B040 2012 2 13 21 7 6 139.46
B045 2012 2 13 21 7 6 87.16
B054 2012 2 13 21 7 6 391.22
B057 2012 2 13 21 7 6 363.66
B933 2012 2 13 21 7 6 126.31
B934 2012 2 13 21 7 6 148.96
B935 2012 2 13 21 7 6 83.25
B019 2012 2 15 3 31 22 480.50
B020 2012 2 15 3 31 22 448.60
B022 2012 2 15 3 31 22 410.68
B023 2012 2 15 3 31 22 472.21
B024 2012 2 15 3 31 22 392.50
B026 2012 2 15 3 31 22 373.39
B027 2012 2 15 3 31 22 397.60
B028 2012 2 15 3 31 22 397.35
B030 2012 2 15 3 31 22 400.54
B031 2012 2 15 3 31 22 347.46
B032 2012 2 15 3 31 22 347.75
B033 2012 2 15 3 31 22 369.41
B035 2012 2 15 3 31 22 364.35
B036 2012 2 15 3 31 22 364.41
B039 2012 2 15 3 31 22 477.91
B040 2012 2 15 3 31 22 464.95
B045 2012 2 15 3 31 22 448.72
B933 2012 2 15 3 31 22 482.09
B935 2012 2 15 3 31 22 469.91
B001 2012 2 16 6 37 32 379.15
B003 2012 2 16 6 37 32 306.33
B004 2012 2 16 6 37 32 281.61
B005 2012 2 16 6 37 32 351.96
B006 2012 2 16 6 37 32 352.16
B007 2012 2 16 6 37 32 351.96
B009 2012 2 16 6 37 32 344.47
B010 2012 2 16 6 37 32 344.45
B011 2012 2 16 6 37 32 344.68
B012 2012 2 16 6 37 32 190.71
B013 2012 2 16 6 37 32 402.08
B014 2012 2 16 6 37 32 351.43
B017 2012 2 16 6 37 32 396.05
B018 2012 2 16 6 37 32 431.97
B019 2012 2 16 6 37 32 411.75
B020 2012 2 16 6 37 32 419.26
B022 2012 2 16 6 37 32 447.42
B023 2012 2 16 6 37 32 483.59
B024 2012 2 16 6 37 32 477.33
B926 2012 2 16 6 37 32 293.69
B927 2012 2 16 6 37 32 247.10
B928 2012 2 16 6 37 32 220.21
B941 2012 2 16 6 37 32 485.21
B943 2012 2 16 6 37 32 402.03
B019 2012 4 11 22 41 48 493.14
B020 2012 4 11 22 41 48 461.57
B022 2012 4 11 22 41 48 424.62
B023 2012 4 11 22 41 48 486.95
B024 2012 4 11 22 41 48 407.42
B026 2012 4 11 22 41 48 389.27
B027 2012 4 11 22 41 48 415.94
B028 2012 4 11 22 41 48 415.70
B030 2012 4 11 22 41 48 419.61
B031 2012 4 11 22 41 48 366.77
B032 2012 4 11 22 41 48 367.06
B033 2012 4 11 22 41 48 388.82
B035 2012 4 11 22 41 48 383.20
B036 2012 4 11 22 41 48 383.26
B039 2012 4 11 22 41 48 495.58
B040 2012 4 11 22 41 48 483.21
B045 2012 4 11 22 41 48 462.45
B933 2012 4 11 22 41 48 495.06
B935 2012 4 11 22 41 48 484.46
B019 2012 6 19 13 40 58 474.77
B020 2012 6 19 13 40 58 442.59
B022 2012 6 19 13 40 58 403.75
B023 2012 6 19 13 40 58 464.35
B024 2012 6 19 13 40 58 384.55
B026 2012 6 19 13 40 58 364.42
B027 2012 6 19 13 40 58 385.47
B028 2012 6 19 13 40 58 385.21
B030 2012 6 19 13 40 58 387.15
B031 2012 6 19 13 40 58 333.56
B032 2012 6 19 13 40 58 333.86
B033 2012 6 19 13 40 58 354.88
B035 2012 6 19 13 40 58 349.18
B036 2012 6 19 13 40 58 349.24
B039 2012 6 19 13 40 58 462.86
B040 2012 6 19 13 40 58 449.77
B045 2012 6 19 13 40 58 435.48
B933 2012 6 19 13 40 58 469.28
B935 2012 6 19 13 40 58 456.22
B001 2012 6 27 4 22 33 490.98
B003 2012 6 27 4 22 33 418.64
B004 2012 6 27 4 22 33 393.74
B005 2012 6 27 4 22 33 463.96
B006 2012 6 27 4 22 33 464.16
B007 2012 6 27 4 22 33 463.97
B009 2012 6 27 4 22 33 453.34
B010 2012 6 27 4 22 33 453.30
B011 2012 6 27 4 22 33 453.54
B012 2012 6 27 4 22 33 297.59
B014 2012 6 27 4 22 33 463.61
B926 2012 6 27 4 22 33 401.40
B927 2012 6 27 4 22 33 349.20
B928 2012 6 27 4 22 33 328.28
B081 2012 7 1 3 25 21 207.48
B082 2012 7 1 3 25 21 190.96
B084 2012 7 1 3 25 21 184.65
B086 2012 7 1 3 25 21 183.77
B087 2012 7 1 3 25 21 182.48
B088 2012 7 1 3 25 21 173.64
B089 2012 7 1 3 25 21 191.12
B093 2012 7 1 3 25 21 200.37
B916 2012 7 1 3 25 21 487.54
B917 2012 7 1 3 25 21 391.50
B918 2012 7 1 3 25 21 459.41
B921 2012 7 1 3 25 21 419.33
B081 2012 7 1 6 36 8 218.94
B082 2012 7 1 6 36 8 202.34
B084 2012 7 1 6 36 8 195.62
B086 2012 7 1 6 36 8 195.06
B087 2012 7 1 6 36 8 194.07
B088 2012 7 1 6 36 8 185.49
B089 2012 7 1 6 36 8 202.49
B093 2012 7 1 6 36 8 212.14
B916 2012 7 1 6 36 8 497.83
B917 2012 7 1 6 36 8 401.85
B918 2012 7 1 6 36 8 469.83
B921 2012 7 1 6 36 8 429.84
B019 2012 7 6 17 50 26 481.04
B020 2012 7 6 17 50 26 449.37
B022 2012 7 6 17 50 26 412.13
B023 2012 7 6 17 50 26 474.17
B024 2012 7 6 17 50 26 394.65
B026 2012 7 6 17 50 26 376.30
B027 2012 7 6 17 50 26 402.81
B028 2012 7 6 17 50 26 402.57
B030 2012 7 6 17 50 26 406.82
B031 2012 7 6 17 50 26 354.34
B032 2012 7 6 17 50 26 354.62
B033 2012 7 6 17 50 26 376.92
B035 2012 7 6 17 50 26 372.97
B036 2012 7 6 17 50 26 373.02
B039 2012 7 6 17 50 26 486.88
B040 2012 7 6 17 50 26 473.75
B045 2012 7 6 17 50 26 457.82
B933 2012 7 6 17 50 26 491.08
B935 2012 7 6 17 50 26 479.07
B027 2012 7 21 1 52 4 499.50
B028 2012 7 21 1 52 4 499.07
B030 2012 7 21 1 52 4 454.76
B031 2012 7 21 1 52 4 401.34
B032 2012 7 21 1 52 4 401.73
B033 2012 7 21 1 52 4 375.55
B035 2012 7 21 1 52 4 291.49
B036 2012 7 21 1 52 4 291.78
B039 2012 7 21 1 52 4 277.08
B040 2012 7 21 1 52 4 300.67
B045 2012 7 21 1 52 4 124.44
B054 2012 7 21 1 52 4 397.09
B057 2012 7 21 1 52 4 361.59
B933 2012 7 21 1 52 4 132.19
B934 2012 7 21 1 52 4 162.37
B935 2012 7 21 1 52 4 160.29
B027 2012 7 21 6 4 27 495.14
B028 2012 7 21 6 4 27 494.71
B030 2012 7 21 6 4 27 450.04
B031 2012 7 21 6 4 27 396.93
B032 2012 7 21 6 4 27 397.32
B033 2012 7 21 6 4 27 370.72
B035 2012 7 21 6 4 27 286.36
B036 2012 7 21 6 4 27 286.64
B039 2012 7 21 6 4 27 270.90
B040 2012 7 21 6 4 27 294.59
B045 2012 7 21 6 4 27 118.80
B054 2012 7 21 6 4 27 394.43
B057 2012 7 21 6 4 27 359.12
B933 2012 7 21 6 4 27 127.48
B934 2012 7 21 6 4 27 157.98
B935 2012 7 21 6 4 27 154.51
B024 2012 8 8 17 45 40 497.44
B026 2012 8 8 17 45 40 490.81
B024 2012 8 9 4 18 18 495.43
B026 2012 8 9 4 18 18 489.54
B001 2012 8 19 8 7 36 451.08
B003 2012 8 19 8 7 36 377.00
B004 2012 8 19 8 7 36 358.96
B005 2012 8 19 8 7 36 423.87
B006 2012 8 19 8 7 36 424.04
B007 2012 8 19 8 7 36 423.78
B009 2012 8 19 8 7 36 440.97
B010 2012 8 19 8 7 36 441.01
B011 2012 8 19 8 7 36 441.21
B012 2012 8 19 8 7 36 311.74
B013 2012 8 19 8 7 36 465.31
B014 2012 8 19 8 7 36 396.94
B017 2012 8 19 8 7 36 420.64
B018 2012 8 19 8 7 36 461.24
B019 2012 8 19 8 7 36 420.90
B020 2012 8 19 8 7 36 414.87
B022 2012 8 19 8 7 36 425.82
B023 2012 8 19 8 7 36 480.38
B024 2012 8 19 8 7 36 446.61
B026 2012 8 19 8 7 36 467.10
B926 2012 8 19 8 7 36 399.65
B927 2012 8 19 8 7 36 374.01
B928 2012 8 19 8 7 36 332.98
B943 2012 8 19 8 7 36 465.27
B001 2012 8 19 10 4 3 445.23
B003 2012 8 19 10 4 3 370.72
B004 2012 8 19 10 4 3 351.89
B005 2012 8 19 10 4 3 417.84
B006 2012 8 19 10 4 3 418.02
B007 2012 8 19 10 4 3 417.76
B009 2012 8 19 10 4 3 432.68
B010 2012 8 19 10 4 3 432.71
B011 2012 8 19 10 4 3 432.91
B012 2012 8 19 10 4 3 300.24
B013 2012 8 19 10 4 3 460.39
B014 2012 8 19 10 4 3 393.29
B017 2012 8 19 10 4 3 419.26
B018 2012 8 19 10 4 3 459.67
B019 2012 8 19 10 4 3 421.07
B020 2012 8 19 10 4 3 416.39
B022 2012 8 19 10 4 3 429.18
B023 2012 8 19 10 4 3 482.20
B024 2012 8 19 10 4 3 451.04
B026 2012 8 19 10 4 3 472.59
B926 2012 8 19 10 4 3 390.21
B927 2012 8 19 10 4 3 362.44
B928 2012 8 19 10 4 3 322.41
B943 2012 8 19 10 4 3 460.36
B081 2012 8 26 19 32 26 137.14
B082 2012 8 26 19 32 26 120.82
B084 2012 8 26 19 32 26 112.04
B086 2012 8 26 19 32 26 113.35
B087 2012 8 26 19 32 26 114.62
B088 2012 8 26 19 32 26 109.31
B089 2012 8 26 19 32 26 120.95
B093 2012 8 26 19 32 26 133.01
B916 2012 8 26 19 32 26 409.90
B917 2012 8 26 19 32 26 314.12
B918 2012 8 26 19 32 26 382.05
B921 2012 8 26 19 32 26 342.26
B081 2012 8 26 20 58 1 137.20
B082 2012 8 26 20 58 1 120.99
B084 2012 8 26 20 58 1 111.85
B086 2012 8 26 20 58 1 113.51
B087 2012 8 26 20 58 1 115.14
B088 2012 8 26 20 58 1 110.30
B089 2012 8 26 20 58 1 121.11
B093 2012 8 26 20 58 1 133.49
B916 2012 8 26 20 58 1 408.24
B917 2012 8 26 20 58 1 312.59
B918 2012 8 26 20 58 1 380.48
B921 2012 8 26 20 58 1 340.78
B022 2012 9 14 20 24 21 481.96
B024 2012 9 14 20 24 21 473.15
B026 2012 9 14 20 24 21 463.41
B031 2012 9 14 20 24 21 478.74
B032 2012 9 14 20 24 21 478.99
B019 2012 9 26 7 42 41 469.28
B020 2012 9 26 7 42 41 436.06
B022 2012 9 26 7 42 41 392.77
B023 2012 9 26 7 42 41 447.10
B024 2012 9 26 7 42 41 368.15
B026 2012 9 26 7 42 41 342.30
B027 2012 9 26 7 42 41 341.96
B028 2012 9 26 7 42 41 341.66
B030 2012 9 26 7 42 41 333.93
B031 2012 9 26 7 42 41 276.53
B032 2012 9 26 7 42 41 276.88
B033 2012 9 26 7 42 41 291.52
B035 2012 9 26 7 42 41 276.67
B036 2012 9 26 7 42 41 276.75
B039 2012 9 26 7 42 41 387.36
B040 2012 9 26 7 42 41 375.16
B045 2012 9 26 7 42 41 363.90
B203 2012 9 26 7 42 41 491.49
B204 2012 9 26 7 42 41 498.26
B933 2012 9 26 7 42 41 399.24
B934 2012 9 26 7 42 41 432.29
B935 2012 9 26 7 42 41 383.00
B022 2012 10 3 2 13 8 479.09
B024 2012 10 3 2 13 8 471.64
B026 2012 10 3 2 13 8 463.33
B031 2012 10 3 2 13 8 485.89
B032 2012 10 3 2 13 8 486.13
B022 2012 10 3 8 16 40 475.31
B024 2012 10 3 8 16 40 468.55
B026 2012 10 3 8 16 40 460.97
B031 2012 10 3 8 16 40 487.43
B032 2012 10 3 8 16 40 487.67
B054 2012 10 21 6 55 14 211.60
B057 2012 10 21 6 55 14 245.38
B058 2012 10 21 6 55 14 86.10
B065 2012 10 21 6 55 14 75.18
B066 2012 10 21 6 55 14 91.28
B067 2012 10 21 6 55 14 82.54
B072 2012 10 21 6 55 14 70.21
B073 2012 10 21 6 55 14 53.46
B075 2012 10 21 6 55 14 52.17
B076 2012 10 21 6 55 14 56.98
B078 2012 10 21 6 55 14 69.68
B079 2012 10 21 6 55 14 87.93
B081 2012 10 21 6 55 14 474.93
B082 2012 10 21 6 55 14 491.25
B086 2012 10 21 6 55 14 498.77
B087 2012 10 21 6 55 14 497.88
B089 2012 10 21 6 55 14 491.12
B093 2012 10 21 6 55 14 479.44
B900 2012 10 21 6 55 14 103.58
B901 2012 10 21 6 55 14 93.97
B916 2012 10 21 6 55 14 289.80
B917 2012 10 21 6 55 14 342.25
B918 2012 10 21 6 55 14 298.40
B921 2012 10 21 6 55 14 318.42
B933 2012 10 21 6 55 14 499.27
B934 2012 10 21 6 55 14 466.33
B022 2012 10 26 14 18 22 499.30
B024 2012 10 26 14 18 22 473.08
B026 2012 10 26 14 18 22 445.17
B027 2012 10 26 14 18 22 429.64
B028 2012 10 26 14 18 22 429.29
B030 2012 10 26 14 18 22 410.35
B031 2012 10 26 14 18 22 350.15
B032 2012 10 26 14 18 22 350.53
B033 2012 10 26 14 18 22 352.51
B035 2012 10 26 14 18 22 310.28
B036 2012 10 26 14 18 22 310.45
B039 2012 10 26 14 18 22 389.63
B040 2012 10 26 14 18 22 388.85
B045 2012 10 26 14 18 22 317.89
B933 2012 10 26 14 18 22 345.80
B934 2012 10 26 14 18 22 379.31
B935 2012 10 26 14 18 22 344.91
B001 2012 11 8 2 1 51 433.03
B003 2012 11 8 2 1 51 360.15
B004 2012 11 8 2 1 51 335.45
B005 2012 11 8 2 1 51 405.84
B006 2012 11 8 2 1 51 406.04
B007 2012 11 8 2 1 51 405.83
B009 2012 11 8 2 1 51 397.47
B010 2012 11 8 2 1 51 397.44
B011 2012 11 8 2 1 51 397.67
B012 2012 11 8 2 1 51 242.53
B013 2012 11 8 2 1 51 455.95
B014 2012 11 8 2 1 51 404.56
B017 2012 11 8 2 1 51 447.97
B018 2012 11 8 2 1 51 484.48
B019 2012 11 8 2 1 51 462.29
B020 2012 11 8 2 1 51 468.27
B022 2012 11 8 2 1 51 494.31
B926 2012 11 8 2 1 51 346.16
B927 2012 11 8 2 1 51 296.97
B928 2012 11 8 2 1 51 272.65
B943 2012 11 8 2 1 51 455.91
B001 2013 1 7 3 33 23 455.42
B003 2013 1 7 3 33 23 381.80
B004 2013 1 7 3 33 23 357.84
B005 2013 1 7 3 33 23 428.05
B006 2013 1 7 3 33 23 428.24
B007 2013 1 7 3 33 23 428.03
B009 2013 1 7 3 33 23 423.18
B010 2013 1 7 3 33 23 423.15
B011 2013 1 7 3 33 23 423.39
B012 2013 1 7 3 33 23 270.33
B013 2013 1 7 3 33 23 477.18
B014 2013 1 7 3 33 23 422.78
B017 2013 1 7 3 33 23 463.26
B019 2013 1 7 3 33 23 475.24
B020 2013 1 7 3 33 23 479.08
B926 2013 1 7 3 33 23 372.86
B927 2013 1 7 3 33 23 326.22
B928 2013 1 7 3 33 23 299.61
B943 2013 1 7 3 33 23 477.14
B019 2013 1 30 3 14 29 482.56
B020 2013 1 30 3 14 29 450.94
B022 2013 1 30 3 14 29 413.97
B023 2013 1 30 3 14 29 476.44
B024 2013 1 30 3 14 29 396.83
B026 2013 1 30 3 14 29 378.81
B027 2013 1 30 3 14 29 406.54
B028 2013 1 30 3 14 29 406.31
B030 2013 1 30 3 14 29 411.06
B031 2013 1 30 3 14 29 358.65
B032 2013 1 30 3 14 29 358.95
B033 2013 1 30 3 14 29 381.57
B035 2013 1 30 3 14 29 377.96
B036 2013 1 30 3 14 29 378.02
B039 2013 1 30 3 14 29 492.20
B040 2013 1 30 3 14 29 479.03
B045 2013 1 30 3 14 29 462.75
B933 2013 1 30 3 14 29 495.96
B935 2013 1 30 3 14 29 484.13
B054 2013 2 13 0 10 20 366.05
B057 2013 2 13 0 10 20 396.99
B058 2013 2 13 0 10 20 343.08
B065 2013 2 13 0 10 20 337.28
B066 2013 2 13 0 10 20 341.32
B067 2013 2 13 0 10 20 343.49
B072 2013 2 13 0 10 20 321.44
B073 2013 2 13 0 10 20 319.13
B075 2013 2 13 0 10 20 323.20
B076 2013 2 13 0 10 20 316.89
B078 2013 2 13 0 10 20 320.88
B079 2013 2 13 0 10 20 323.93
B081 2013 2 13 0 10 20 496.76
B900 2013 2 13 0 10 20 316.27
B901 2013 2 13 0 10 20 322.94
B916 2013 2 13 0 10 20 210.40
B917 2013 2 13 0 10 20 304.59
B918 2013 2 13 0 10 20 239.28
B921 2013 2 13 0 10 20 279.44
B019 2013 2 27 22 25 43 472.82
B020 2013 2 27 22 25 43 439.66
B022 2013 2 27 22 25 43 396.78
B023 2013 2 27 22 25 43 451.88
B024 2013 2 27 22 25 43 372.71
B026 2013 2 27 22 25 43 347.41
B027 2013 2 27 22 25 43 349.20
B028 2013 2 27 22 25 43 348.90
B030 2013 2 27 22 25 43 341.99
B031 2013 2 27 22 25 43 284.83
